"log_pSat_Pa","MW","NumOfAtoms","NumOfC","NumOfO","NumOfN","NumHBondDonors","NumOfConf","NumOfConfUsed","C.C..non.aromatic.","C.C.C.O.in.non.aromatic.ring","hydroxyl..alkyl.","aldehyde","ketone","carboxylic.acid","ester","ether..alicyclic.","nitrate","nitro","aromatic.hydroxyl","carbonylperoxynitrate","peroxide","hydroperoxide","carbonylperoxyacid","nitroester","toluene","apin","decane"
-9.23723223032619,186.016437912,19,7,6,0,2,31,5,1,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
-1.85289406404656,278.98625998,24,7,11,1,1,53,37,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0
-10.5229956931514,300.991739284,27,6,13,1,3,990,40,0,0,0,1,1,1,0,0,1,0,0,0,1,2,0,0,1,0,0
-3.23568502443193,312.007723696,29,7,12,2,1,169,40,0,0,0,0,2,0,0,0,2,0,0,0,1,1,0,0,0,1,0
-4.5308129786242,322.064844648,36,10,10,2,1,204,40,0,0,1,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0
-4.25111095560014,253.006995424,24,6,10,1,4,29,14,0,0,3,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0
-11.0035669458187,287.012474728,28,6,12,1,5,182,12,0,0,3,0,0,0,0,0,1,0,0,0,1,2,0,0,1,0,0
-2.78706705680193,250.99134536,22,6,10,1,2,197,19,0,0,1,0,2,0,1,0,0,1,0,0,0,1,0,1,1,0,0
-5.0309761920878,294.9811746,25,7,12,1,2,106,15,0,0,0,1,2,1,0,0,1,0,0,0,1,1,0,0,1,0,0
-4.68531437685926,203.990617088,18,6,8,0,2,12,5,0,0,1,1,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0
-5.06002088703033,269.001910044,25,6,11,1,3,343,40,0,0,1,2,0,0,0,1,1,0,0,0,0,2,0,0,1,0,0
-7.95994782169149,281.111066568,38,10,8,1,2,383,40,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,1
-5.8127063872719,206.115423676,32,9,5,0,2,176,40,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1
-7.47683981628781,311.971338188,25,6,13,2,2,353,36,0,0,0,1,1,2,0,0,1,1,0,0,1,0,0,0,1,0,0
-7.84989008496608,322.064844648,36,10,10,2,1,343,40,0,0,1,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,1
-5.46377906556614,265.07976644,33,9,8,1,2,147,40,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,1,0
-2.59019472025192,233.126322708,35,10,5,1,1,85,40,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
-6.07872637457934,373.971732112,31,7,16,2,3,334,12,0,0,2,2,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0
-7.05165181151943,282.9811746,24,6,12,1,3,238,31,0,0,0,0,0,2,0,1,0,0,0,1,0,1,0,0,1,0,0
-2.6686295387587,324.044109204,34,9,11,2,1,284,40,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
-8.67828558611904,283.017560108,28,7,11,1,3,163,40,1,0,0,0,0,1,0,0,1,0,0,0,1,2,0,0,1,0,0
-8.5088384559483,296.996824664,27,7,12,1,3,278,7,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0
-8.63883902647547,267.022645488,27,7,10,1,3,622,8,0,0,2,2,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
-3.89420047052514,269.997159012,24,5,11,2,3,53,9,0,0,2,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0
-1.76458135023719,207.00151612,19,5,8,1,1,111,39,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0
-2.32785663045938,219.00151612,20,6,8,1,1,16,1,0,0,1,1,2,0,0,1,1,0,0,0,0,0,0,0,1,0,0
-3.73371637584547,312.044109204,33,8,11,2,2,231,22,0,0,1,0,1,0,0,0,2,0,0,0,0,0,1,0,0,1,0
-12.1305372990864,234.001181772,22,7,9,0,3,196,40,1,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,1,0,0
-1.3541351146563,312.007723696,29,7,12,2,1,182,40,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0
-5.76970257828041,266.98625998,23,6,11,1,2,43,4,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0
-2.0204211364804,327.966252808,26,6,14,2,2,240,22,0,0,2,0,2,0,1,0,1,0,0,1,0,0,0,0,1,0,0
-7.50403364787905,338.059759268,37,10,11,2,2,644,40,0,0,1,1,1,1,0,0,2,0,0,0,0,0,0,0,0,1,0
-3.1958596652038,210.99643074,19,4,9,1,2,88,31,0,0,0,1,0,0,0,1,1,0,0,0,0,2,0,0,1,0,0
-3.50722398539287,223.032816248,24,6,8,1,2,221,31,0,0,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
-4.61617935020895,270.9811746,23,5,12,1,3,233,38,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0
-5.73358110338037,281.001910044,26,7,11,1,2,575,40,0,0,1,3,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
-6.70649392605853,324.080494712,38,10,10,2,1,201,40,0,0,0,0,2,0,0,0,2,0,0,0,0,1,0,0,0,0,1
-1.33775511335878,266.98625998,23,6,11,1,2,73,8,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
-13.2092169210583,254.02739652,27,7,10,0,4,810,16,0,0,1,2,0,0,0,1,0,0,0,0,0,3,0,0,1,0,0
-6.72888298777381,342.054673888,37,9,12,2,2,422,40,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
-5.27292943916875,237.048466312,27,7,8,1,2,342,40,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
-7.0631036540678,279.095416504,36,10,8,1,2,380,40,0,0,1,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,1
-5.40605701577491,251.027730868,26,7,9,1,2,280,40,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0
-5.61722958949091,356.033938444,36,9,13,2,2,190,40,0,0,0,0,1,0,0,0,1,0,0,1,0,2,0,0,0,1,0
-6.16662581150415,269.038295552,29,7,10,1,3,378,10,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0
-4.37025498752132,233.053551692,27,8,7,1,1,114,40,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
-5.20347470478723,328.002638316,30,7,13,2,3,404,26,0,0,2,1,0,1,0,0,2,0,0,0,1,0,0,0,1,0,0
-8.39437240979157,267.022645488,27,7,10,1,3,262,11,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0
-9.68325799743304,284.996824664,26,6,12,1,4,384,2,0,0,2,2,0,0,0,1,1,0,0,0,0,2,0,0,1,0,0
-4.06051540294762,293.07468106,35,10,9,1,1,336,40,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,1
2.89924349045925,173.980052404,14,5,7,0,0,2,2,0,0,0,2,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0
-9.11128794549917,252.011746456,25,7,10,0,4,740,40,0,0,1,0,1,1,1,0,0,0,0,0,0,2,0,0,1,0,0
-4.83071830620163,325.986988252,28,7,13,2,2,400,40,0,0,1,1,0,1,2,0,2,0,0,0,0,0,0,0,1,0,0
-5.63691311740976,254.02739652,27,7,10,0,5,370,5,0,0,3,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
-6.59460561631618,341.981902872,29,7,14,2,2,150,14,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0
-8.88897107443691,250.99134536,22,6,10,1,3,69,2,0,0,2,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0
-4.49891634456493,294.069930028,34,9,9,2,1,99,40,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,1,0
-1.4041098121085,266.98625998,23,6,11,1,2,53,9,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
-3.42027915159114,263.027730868,27,8,9,1,1,87,40,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1
-4.77358040301847,234.99643074,21,6,9,1,2,68,18,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
-4.36921786119713,225.048466312,26,6,8,1,2,219,40,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,1,0
0.150950947988394,175.995702468,16,5,7,0,1,26,12,0,0,1,2,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0
-8.28020717132402,264.084517472,34,10,8,0,3,271,32,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,1,0
-6.12795353306499,312.044109204,33,8,11,2,2,386,37,0,0,0,1,0,1,0,0,2,0,0,0,0,1,0,0,0,1,0
-7.44936868369932,175.995702468,16,5,7,0,2,9,1,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,1,0,0
-5.09012283372332,193.022251564,20,5,7,1,2,113,25,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
-5.51492557842972,233.017166184,23,7,8,1,2,66,16,0,0,2,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
-4.60504408218155,278.98625998,24,7,11,1,1,121,40,0,0,0,0,4,0,0,0,1,0,0,0,1,1,0,0,1,0,0
-4.88925560144119,314.059759268,35,8,11,2,2,444,40,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
-12.1305297211212,240.011746456,24,6,10,0,4,386,17,0,0,1,0,1,0,0,1,0,0,0,0,0,2,1,0,1,0,0
-4.17217526240033,203.990617088,18,6,8,0,1,12,2,0,0,0,2,2,0,0,0,0,0,0,0,1,1,0,0,1,0,0
-3.04387007302174,234.99643074,21,6,9,1,1,18,9,0,0,1,0,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0
-6.63822297069958,180.063388104,24,6,6,0,3,419,40,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0
-6.88568012010064,218.006267152,21,7,8,0,3,144,31,1,0,0,0,1,2,0,1,0,0,0,0,0,1,0,0,1,0,0
-6.75755720857766,295.976423568,24,6,12,2,2,50,4,0,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0
-2.87537134224679,292.090665472,36,10,8,2,0,73,40,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,1
-5.48140112104636,296.996824664,27,7,12,1,3,549,38,0,0,1,2,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0
-2.96981569880571,190.011352532,19,6,7,0,1,79,40,0,0,0,1,1,0,2,0,0,0,0,0,0,1,0,0,1,0,0
-12.0019315570294,283.017560108,28,7,11,1,4,670,16,0,0,1,0,1,1,0,1,0,1,0,0,0,2,0,0,1,0,0
-7.26446056018832,220.021917216,23,7,8,0,3,43,12,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0
-7.24341910315901,263.064116376,31,9,8,1,2,547,40,0,0,2,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1
-8.08287926838038,249.996096392,23,7,10,0,3,389,40,0,0,1,1,1,1,2,0,0,0,0,0,0,1,0,0,1,0,0
-1.76570816554672,192.063388104,25,7,6,0,2,80,9,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
-9.2662733819287,249.996096392,23,7,10,0,3,317,40,0,0,1,0,2,1,2,0,0,0,0,0,0,1,0,0,1,0,0
-6.92976221824393,297.992073632,26,6,12,2,3,25,13,0,0,2,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0
-2.20269307720682,250.99134536,22,6,10,1,1,43,32,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
-5.00483379691217,312.007723696,29,7,12,2,1,407,40,0,0,0,2,0,1,0,0,2,0,0,0,1,0,0,0,1,0,0
-6.4869039131293,267.059030996,31,8,9,1,2,350,34,0,0,0,1,1,0,0,0,1,0,0,0,0,2,0,0,0,1,0
-5.18641545322109,202.011352532,20,7,7,0,2,51,40,1,0,0,2,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
-4.64618817278039,261.08485182,33,10,7,1,1,61,30,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
-6.00832321419994,328.002638316,30,7,13,2,3,1,1,0,0,1,1,0,0,0,1,1,1,0,0,0,2,0,0,1,0,0
-10.6998500188463,279.059030996,32,9,9,1,3,404,26,0,0,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0
-3.08498068416942,184.109944372,29,10,3,0,1,27,20,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-5.87473637563074,343.997552936,31,7,14,2,4,650,15,0,0,2,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0
-0.753376364784375,248.975695296,20,6,10,1,1,12,12,1,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,1,0,0
-5.89265973462064,265.006995424,25,7,10,1,2,49,16,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0
-7.82449818806348,295.053945616,33,9,10,1,2,501,40,0,0,0,2,1,0,0,0,1,0,0,0,0,2,0,0,0,1,0
-3.19186267266267,163.01168688,16,4,6,1,2,13,3,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
-5.61185124681872,291.059030996,33,10,9,1,1,233,40,0,0,0,2,2,0,0,0,1,0,0,0,0,1,0,0,0,1,0
-4.70342884692398,223.032816248,24,6,8,1,2,177,40,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
-2.3360970262957,253.006995424,24,6,10,1,2,116,28,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0
-7.92516629394958,252.011746456,25,7,10,0,4,435,7,0,0,2,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0
-7.28214262048468,249.996096392,23,7,10,0,3,28,2,0,0,1,0,3,1,0,0,0,0,0,0,1,1,0,0,1,0,0
-2.49996097168558,221.017166184,22,6,8,1,1,93,40,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0
-6.89281346155865,322.064844648,36,10,10,2,1,102,30,0,0,0,1,1,0,0,0,2,0,0,0,0,1,0,0,0,1,0
-5.50606593014165,269.001910044,25,6,11,1,2,240,40,0,0,0,0,2,1,0,0,1,0,0,0,1,1,0,0,1,0,0
-7.01584568661346,341.981902872,29,7,14,2,2,267,40,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0
-6.45979187426974,180.027002596,20,5,7,0,3,179,40,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,1,0,0
-1.88950561384662,252.059365344,29,7,8,2,1,21,17,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0
-11.602061967835,297.105981188,39,10,9,1,3,564,40,0,0,1,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,1
-4.78989220780261,254.98625998,22,5,11,1,3,223,40,0,0,0,0,1,1,0,1,1,0,0,0,0,2,0,0,1,0,0
-4.90444966836493,269.001910044,25,6,11,1,2,493,38,0,0,0,2,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0
-2.72761520600735,311.971338188,25,6,13,2,2,60,17,0,0,1,0,2,0,0,0,1,1,0,0,1,0,1,0,1,0,0
-9.20147929484242,293.07468106,35,10,9,1,2,48,5,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0
-3.49656712129549,356.033938444,36,9,13,2,2,513,40,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0
-2.09182411660537,297.992073632,26,6,12,2,1,87,40,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0
-2.71897691090017,265.006995424,25,7,10,1,2,57,8,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0
-5.05206766574181,263.027730868,27,8,9,1,1,257,40,0,0,0,0,4,0,0,0,1,0,0,0,0,1,0,0,0,0,1
-8.20311216508145,340.075409332,39,10,11,2,2,581,40,0,0,1,0,2,0,0,0,2,0,0,0,0,1,0,0,0,1,0
-9.2114183593491,248.089602852,33,10,7,0,3,260,40,0,0,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0
-1.20603049641715,203.079372516,27,8,5,1,0,21,21,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
-5.13321097703887,293.997159012,26,7,11,2,2,39,26,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0
-4.21567652236241,249.996096392,23,7,10,0,3,164,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,2,0,1,0,0
-6.04831218659091,192.027002596,21,6,7,0,3,115,8,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0
-5.01856729051574,266.98625998,23,6,11,1,2,336,40,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0
-6.93671137796987,279.059030996,32,9,9,1,2,427,40,0,0,0,0,2,1,0,0,1,0,0,0,0,1,0,0,0,1,0
-6.87689309878552,328.002638316,30,7,13,2,3,96,25,0,0,2,0,1,0,0,0,2,0,0,0,1,1,0,0,1,0,0
-2.59969921442903,267.059030996,31,8,9,1,2,143,14,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0
-6.78170433752403,322.064844648,36,10,10,2,1,52,27,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0
0.164924947681279,280.965524536,22,6,12,1,1,84,40,0,0,0,1,2,0,1,0,0,0,0,1,0,1,0,0,1,0,0
-1.68904545843036,266.98625998,23,6,11,1,1,97,40,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0
-10.5838716171534,237.996096392,22,6,10,0,4,287,2,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0
-5.35571576825507,263.064116376,31,9,8,1,1,212,40,0,0,0,1,2,0,0,0,1,0,0,0,0,1,0,0,0,1,0
-6.5105380150402,253.006995424,24,6,10,1,4,58,6,0,0,3,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0
-1.86575302360674,235.069201756,29,8,7,1,1,58,35,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,1,0
-6.99105937026512,271.017560108,27,6,11,1,3,535,40,0,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0
-0.623605456188327,233.053551692,27,8,7,1,0,21,21,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
-4.89584010881944,281.001910044,26,7,11,1,3,151,9,0,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0
-5.33848205088352,324.080494712,38,10,10,2,1,343,40,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
-5.79376773509709,354.054673888,38,10,12,2,2,582,40,0,0,1,0,2,0,0,0,2,0,0,0,0,0,1,0,0,1,0
-1.25679307775211,266.98625998,23,6,11,1,1,99,40,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0
-8.34195208017513,284.996824664,26,6,12,1,3,476,8,0,0,2,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
-6.79666211769574,370.049588508,39,10,13,2,2,67,3,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0
-1.75894576243877,263.064116376,31,9,8,1,1,52,21,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,1,0
-7.73823761134964,251.027730868,26,7,9,1,2,86,29,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0
-4.65166849276859,234.99643074,21,6,9,1,2,95,40,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0
-12.3408297285733,284.996824664,26,6,12,1,5,1066,7,0,0,2,1,1,1,0,0,0,1,0,0,0,2,0,0,1,0,0
-5.78774972473211,271.053945616,31,7,10,1,3,255,40,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,1,0
-9.2398760591454,236.016831836,24,7,9,0,2,155,3,0,0,0,0,2,1,0,0,0,0,0,0,1,0,1,0,1,0,0
-4.28352024473051,282.9811746,24,6,12,1,2,326,40,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0
-2.1612351111287,234.99643074,21,6,9,1,2,6,4,0,0,1,0,2,0,0,0,0,1,0,0,1,1,0,0,1,0,0
-6.22115389444848,267.059030996,31,8,9,1,2,487,40,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
2.53026438602177,205.09502258,29,8,5,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
-10.959565331067,224.016831836,23,6,9,0,4,377,2,0,0,2,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0
-6.38710132223736,202.011352532,20,7,7,0,3,33,11,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0
-5.35454710200236,267.981508948,22,5,11,2,2,39,3,0,0,2,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0
-3.60533072306235,282.9811746,24,6,12,1,2,107,40,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0
-7.87041055906459,267.059030996,31,8,9,1,2,167,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0
-14.7423781726972,283.017560108,28,7,11,1,3,230,12,0,0,2,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
-2.5503850790559,327.966252808,26,6,14,2,2,91,7,0,0,1,0,0,1,0,1,0,0,0,2,0,0,0,0,1,0,0
-4.34008161527236,312.007723696,29,7,12,2,2,234,15,0,0,1,0,2,0,0,0,2,0,0,0,0,0,1,0,0,1,0
-4.2521165814985,373.971732112,31,7,16,2,2,714,40,0,0,0,1,1,0,1,0,1,0,0,1,0,2,0,0,1,0,0
-5.62864522319754,233.053551692,27,8,7,1,1,132,40,0,0,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
-2.11660140162952,238.99134536,21,5,10,1,2,93,9,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
-4.2800735088317,202.011352532,20,7,7,0,2,35,8,1,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0
-7.82698607004199,188.032087976,21,7,6,0,3,96,13,1,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0
-13.3845949589048,228.011746456,23,5,10,0,5,1023,6,0,0,1,0,1,1,0,0,0,0,0,0,0,3,0,0,1,0,0
-5.42023349984337,262.99134536,23,7,10,1,2,106,11,0,0,1,2,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0
-3.54486204252684,263.064116376,31,9,8,1,1,146,40,0,0,0,1,2,0,0,0,1,0,0,0,0,1,0,0,0,1,0
-7.28558625403026,235.069201756,29,8,7,1,2,375,40,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
-9.625292773257,222.001181772,21,6,9,0,3,274,35,0,0,1,1,1,2,0,0,0,0,0,0,1,0,0,0,1,0,0
-5.64644933598762,356.033938444,36,9,13,2,2,571,40,0,0,0,0,2,0,0,0,2,0,0,0,0,1,1,0,0,1,0
-6.49896078933566,233.017166184,23,7,8,1,2,61,11,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
-3.45793696724051,233.017166184,23,7,8,1,1,40,18,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0
-9.19382763548258,242.98625998,21,4,11,1,4,81,4,0,0,2,1,0,0,0,0,0,1,0,0,1,2,0,0,1,0,0
-2.5661461043359,265.006995424,25,7,10,1,1,114,39,0,0,0,1,2,0,0,0,0,1,0,0,1,0,1,0,1,0,0
-3.76633242008604,219.00151612,20,6,8,1,1,33,7,0,0,1,2,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0
-1.404018846674,266.98625998,23,6,11,1,1,93,40,0,0,0,0,2,0,1,0,0,0,0,1,0,1,0,0,1,0,0
-7.77853585792762,225.08485182,30,7,7,1,3,402,40,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
-7.17994863673813,206.006267152,20,6,8,0,2,74,17,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0
0.0742863294905355,210.04880066,24,5,7,2,1,67,40,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1
-4.04324565802372,264.084517472,34,10,8,0,3,766,22,0,0,1,0,3,0,0,0,0,0,0,0,0,2,0,0,0,1,0
-2.76037440038385,221.053551692,26,7,7,1,2,153,36,0,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0
-8.14767269935848,281.07468106,34,9,9,1,2,463,40,0,0,0,1,1,0,0,0,1,0,0,0,0,2,0,0,0,1,0
-2.49450044707122,265.006995424,25,7,10,1,2,65,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0
-6.57572362828866,377.966646732,31,6,17,2,3,851,40,0,0,1,0,0,0,1,0,0,0,0,2,0,2,0,0,1,0,0
-4.85070125804061,250.99134536,22,6,10,1,2,104,3,0,0,2,1,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0
-4.59325734088308,294.106315536,38,10,8,2,1,190,40,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1
-3.32655103573045,281.997159012,25,6,11,2,2,317,40,0,0,1,1,1,1,0,0,2,0,0,0,0,0,0,0,1,0,0
-9.47499692754446,279.095416504,36,10,8,1,2,479,40,0,0,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
-0.986475818573985,282.9811746,24,6,12,1,2,46,31,0,0,1,0,2,0,0,0,0,0,0,1,1,1,0,0,1,0,0
-11.2880502176255,234.073952788,30,9,7,0,4,862,23,0,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0
-2.1628913887148,188.068473484,25,8,5,0,1,82,40,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1
-4.35281058922904,220.058302724,27,8,7,0,2,225,40,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,1,0
-7.1478247930042,325.986988252,28,7,13,2,1,274,3,0,0,1,3,1,0,0,0,2,0,0,0,1,0,0,0,1,0,0
-7.63189422227118,220.021917216,23,7,8,0,4,426,2,0,0,4,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
-3.62412537553645,200.104858992,30,10,4,0,2,3,3,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
-6.19099888392026,239.027730868,25,6,9,1,3,311,35,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0
-0.815685733176613,179.0066015,17,4,7,1,1,38,32,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0
-5.5987906154585,253.006995424,24,6,10,1,2,364,40,0,0,1,1,0,0,2,0,1,0,0,0,0,1,0,0,1,0,0
-7.60996006839481,296.996824664,27,7,12,1,3,665,40,0,0,1,0,1,1,2,0,1,0,0,0,0,1,0,0,1,0,0
-7.70077182335898,238.0324819,26,7,9,0,4,354,3,0,0,2,1,1,0,0,1,0,0,0,0,0,2,0,0,1,0,0
-7.81771030692924,239.100501884,33,8,7,1,3,497,40,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
-9.32628455058503,234.110338296,34,10,6,0,3,93,35,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0
-6.37601807972625,297.992073632,26,6,12,2,2,252,40,0,0,0,1,0,1,0,1,2,0,0,0,0,1,0,0,1,0,0
